,num,utterance,child,age,skipped,reconstructed,bow,gold,prediction,chance,controlledscore,repetition,correctedscore
0,0,"[<__main__.Word instance at 0x115a3c908>
 <__main__.Word instance at 0x115a3ca70>
 <__main__.Word instance at 0x115a3cb00>
 <__main__.Word instance at 0x115a3cc68>
 <__main__.Word instance at 0x115a3ce18>
 <__main__.Word instance at 0x115a3cf38>
 <__main__.Word instance at 0x108223560>
 <__main__.Word instance at 0x108223a70>
 <__main__.Word instance at 0x1082237a0>]",Naima,2_6,False,False,"[['the', 'land'], ['see'], ['to'], ['want'], ['do'], ['the', 'ship'], ['why']]",whydotheshipwanttoseetheland,dotoseewhywantthelandtheship,0.000198412698413,-0.000198432384816,False,-0.0001984323848162081
1,1,[<__main__.Word instance at 0x108223a28>],Naima,2_6,False,True,[['why']],why,why,1.0,0.0,False,-0.0
2,2,"[<__main__.Word instance at 0x1082238c0>
 <__main__.Word instance at 0x108223518>
 <__main__.Word instance at 0x10807ecf8>
 <__main__.Word instance at 0x10808ca28>
 <__main__.Word instance at 0x10808c9e0>
 <__main__.Word instance at 0x10808cbd8>
 <__main__.Word instance at 0x10808cc20>
 <__main__.Word instance at 0x10808a5a8>
 <__main__.Word instance at 0x10808aa28>
 <__main__.Word instance at 0x10808a368>]",Naima,2_6,False,False,"[['the', 'land'], ['see'], ['to'], ['the'], ['want'], ['do'], ['why'], ['ships'], ['do']]",whydodotheshipswanttoseetheland,dothetodowantshipswhyseetheland,2.7557319224e-06,-2.75573571947e-06,True,-5.511479032926645e-06
3,3,[<__main__.Word instance at 0x10808ac20>],Naima,2_6,False,True,[['why']],why,why,1.0,0.0,False,-0.0
4,4,"[<__main__.Word instance at 0x115a47050>
 <__main__.Word instance at 0x115a47170>
 <__main__.Word instance at 0x115a47200>
 <__main__.Word instance at 0x115a470e0>
 <__main__.Word instance at 0x115a474d0>
 <__main__.Word instance at 0x115a473f8>
 <__main__.Word instance at 0x115a475a8>
 <__main__.Word instance at 0x115a47320>]",Naima,2_6,True,,,I'mashipIhearthefoghorn,,,,NaN,NaN
5,5,[<__main__.Word instance at 0x115a47518>],Naima,2_6,False,True,[['yes']],yes,yes,1.0,0.0,False,-0.0
6,6,"[<__main__.Word instance at 0x115a475f0>
 <__main__.Word instance at 0x115a477e8>
 <__main__.Word instance at 0x115a476c8>
 <__main__.Word instance at 0x115a47908>]",Naima,2_6,False,False,"[['a'], [""Daddy's""], ['fog', 'horn']]",Daddy'safoghorn,afoghornDaddy's,0.166666666667,-0.182321556794,False,-0.1823215567939546
7,7,[<__main__.Word instance at 0x115a479e0>],Naima,2_6,False,True,[['why']],why,why,1.0,0.0,False,-0.0
8,8,"[<__main__.Word instance at 0x115a47950>
 <__main__.Word instance at 0x115a47b48>
 <__main__.Word instance at 0x115a47a28>
 <__main__.Word instance at 0x115a47d40>
 <__main__.Word instance at 0x115a47c20>]",Naima,2_6,False,True,"[['time'], ['spend'], ['at'], ['the'], ['Maine']]",spendthetimeatMaine,spendthetimeatMaine,0.00833333333333,4.78749174278,False,4.787491742782046
9,9,"[<__main__.Word instance at 0x115a47290>
 <__main__.Word instance at 0x115a47ea8>
 <__main__.Word instance at 0x115a47d88>]",Naima,2_6,False,False,"[['the', 'tape'], ['and']]",andthetape,thetapeand,0.5,-0.69314718056,False,-0.6931471805599453
10,10,"[<__main__.Word instance at 0x115a47cf8>
 <__main__.Word instance at 0x115a42098>]",Naima,2_6,False,False,"[['yeah'], ['no']]",yeahno,noyeah,0.5,-0.69314718056,False,-0.6931471805599453
11,11,[<__main__.Word instance at 0x115a422d8>],Naima,2_6,False,True,[['no']],no,no,1.0,0.0,False,-0.0
12,12,[<__main__.Word instance at 0x115a42518>],Naima,2_6,False,True,[['yes']],yes,yes,1.0,0.0,False,-0.0
13,13,[<__main__.Word instance at 0x115a42710>],Naima,2_6,False,True,[['no']],no,no,1.0,0.0,False,-0.0
14,14,"[<__main__.Word instance at 0x115a428c0>
 <__main__.Word instance at 0x115a42950>
 <__main__.Word instance at 0x115a42a28>
 <__main__.Word instance at 0x115a42b00>
 <__main__.Word instance at 0x115a42998>]",Naima,2_6,False,False,"[['I', ""don't""], ['want'], ['the', 'water']]",Idon'twantthewater,wantIdon'tthewater,0.166666666667,-0.182321556794,False,-0.1823215567939546
15,15,"[<__main__.Word instance at 0x115a42a70>
 <__main__.Word instance at 0x115a42cb0>]",Naima,2_6,False,False,"[[""I'm""], ['gonna']]",I'mgonna,gonnaI'm,0.5,-0.69314718056,False,-0.6931471805599453
16,16,"[<__main__.Word instance at 0x115a42d88>
 <__main__.Word instance at 0x115a42c20>]",Naima,2_6,False,True,"[['to', 'Dad']]",toDad,toDad,1.0,0.0,False,-0.0
17,17,[<__main__.Word instance at 0x115a42cf8>],Naima,2_6,False,True,[['yes']],yes,yes,1.0,0.0,False,-0.0
18,18,"[<__main__.Word instance at 0x115a42fc8>
 <__main__.Word instance at 0x115a4a0e0>
 <__main__.Word instance at 0x115a4a170>]",Naima,2_6,True,,,what'sthatpose,,,,NaN,NaN
19,19,[<__main__.Word instance at 0x115a4a098>],Naima,2_6,False,True,[['why']],why,why,1.0,0.0,False,-0.0
20,20,"[<__main__.Word instance at 0x115a4a368>
 <__main__.Word instance at 0x115a4a518>
 <__main__.Word instance at 0x115a4a2d8>
 <__main__.Word instance at 0x115a4a6c8>
 <__main__.Word instance at 0x115a4a5f0>
 <__main__.Word instance at 0x115a4a878>]",Naima,2_6,False,False,"[['a'], ['good'], ['tonight'], ['book'], ['library'], ['read']]",readagoodlibrarybooktonight,goodbookareadtonightlibrary,0.00138888888889,-0.00138985428905,False,-0.0013898542890543016
21,21,"[<__main__.Word instance at 0x115a4a950>
 <__main__.Word instance at 0x115a4a5a8>
 <__main__.Word instance at 0x115a4a9e0>
 <__main__.Word instance at 0x115a4a8c0>]",Naima,2_6,False,True,"[['this'], ['this'], ['and', 'then']]",thisandthenthis,thisandthenthis,0.166666666667,1.79175946923,True,1.0986122886681098
22,22,"[<__main__.Word instance at 0x115a4a710>
 <__main__.Word instance at 0x115a4ab90>]",Naima,2_6,False,False,"[['this'], ['then']]",thenthis,thisthen,0.5,-0.69314718056,False,-0.6931471805599453
23,23,"[<__main__.Word instance at 0x115a4add0>
 <__main__.Word instance at 0x115a4af38>
 <__main__.Word instance at 0x115a4ac20>
 <__main__.Word instance at 0x115a4d0e0>
 <__main__.Word instance at 0x115a4d170>]",Naima,2_6,False,False,"[['this'], ['then'], ['and', 'then'], ['this']]",thenthisandthenthis,thisandthenthenthis,0.0416666666667,-0.0425596144188,True,-0.08701137698962981
24,24,"[<__main__.Word instance at 0x115a4d3b0>
 <__main__.Word instance at 0x115a4d518>]",Naima,2_6,False,False,"[['this'], ['then']]",thenthis,thisthen,0.5,-0.69314718056,False,-0.6931471805599453
25,25,[<__main__.Word instance at 0x115a4d710>],Naima,2_6,False,True,[['this']],this,this,1.0,0.0,False,-0.0
26,26,[<__main__.Word instance at 0x115a4d7a0>],Naima,2_6,False,True,[['this']],this,this,1.0,0.0,False,-0.0
27,27,"[<__main__.Word instance at 0x115a4d950>
 <__main__.Word instance at 0x115a4d830>]",Naima,2_6,False,False,"[['and'], ['this']]",andthis,thisand,0.5,-0.69314718056,False,-0.6931471805599453
28,28,"[<__main__.Word instance at 0x115a4d908>
 <__main__.Word instance at 0x115a4dd40>
 <__main__.Word instance at 0x115a4dbd8>
 <__main__.Word instance at 0x115a4de60>
 <__main__.Word instance at 0x115a4da28>
 <__main__.Word instance at 0x115a4df38>
 <__main__.Word instance at 0x115a4ddd0>
 <__main__.Word instance at 0x115a4dfc8>
 <__main__.Word instance at 0x115a4dea8>]",Naima,2_6,True,,,andthisthisthisismyfavoriteandand,,,,NaN,NaN
29,29,[<__main__.Word instance at 0x115a50320>],Naima,2_6,False,True,[['this']],this,this,1.0,0.0,False,-0.0
30,30,"[<__main__.Word instance at 0x115a503f8>
 <__main__.Word instance at 0x115a50170>
 <__main__.Word instance at 0x115a504d0>]",Naima,2_6,False,True,"[['I'], ['want'], ['Mommy']]",IwantMommy,IwantMommy,0.166666666667,1.79175946923,False,1.791759469228055
31,31,"[<__main__.Word instance at 0x115a505a8>
 <__main__.Word instance at 0x115a50440>]",Naima,2_6,False,False,"[['like'], [""it's""]]",it'slike,likeit's,0.5,-0.69314718056,False,-0.6931471805599453
32,32,[<__main__.Word instance at 0x115a50518>],Naima,2_6,False,True,[['this']],this,this,1.0,0.0,False,-0.0
33,33,"[<__main__.Word instance at 0x115a505f0>
 <__main__.Word instance at 0x115a50b00>]",Naima,2_6,False,False,"[['and'], ['this']]",andthis,thisand,0.5,-0.69314718056,False,-0.6931471805599453
34,34,"[<__main__.Word instance at 0x115a50bd8>
 <__main__.Word instance at 0x115a507a0>]",Naima,2_6,True,,,andspots,,,,NaN,NaN
35,35,"[<__main__.Word instance at 0x115a50b48>
 <__main__.Word instance at 0x115a50d40>
 <__main__.Word instance at 0x115a50c20>
 <__main__.Word instance at 0x115a50e60>
 <__main__.Word instance at 0x115a50998>
 <__main__.Word instance at 0x115a50f38>
 <__main__.Word instance at 0x115a50fc8>
 <__main__.Word instance at 0x115a50ea8>]",Naima,2_6,False,False,"[['book'], ['would'], ['love'], ['bears'], ['like'], ['I'], ['I'], ['this']]",IwouldlovethisbookIlikebears,wouldlovethisbookIlikeIbears,2.48015873016e-05,-2.4801894866e-05,True,-4.9604404881379266e-05
36,36,"[<__main__.Word instance at 0x115a54128>
 <__main__.Word instance at 0x115a54758>
 <__main__.Word instance at 0x115a545f0>
 <__main__.Word instance at 0x115a54878>
 <__main__.Word instance at 0x115a540e0>
 <__main__.Word instance at 0x115a54908>
 <__main__.Word instance at 0x115a547e8>
 <__main__.Word instance at 0x115a54b00>]",Naima,2_6,True,,,tostayawayDadDad'safoghorn,,,,NaN,NaN
37,37,"[<__main__.Word instance at 0x115a54b90>
 <__main__.Word instance at 0x115a54710>
 <__main__.Word instance at 0x115a54ef0>
 <__main__.Word instance at 0x115a54dd0>
 <__main__.Word instance at 0x115a54fc8>
 <__main__.Word instance at 0x115a54cf8>
 <__main__.Word instance at 0x115a54f38>]",Naima,2_6,True,,,Dad'safoghorntelltheships,,,,NaN,NaN
38,38,"[<__main__.Word instance at 0x115a571b8>
 <__main__.Word instance at 0x115a57050>]",Naima,2_6,False,False,"[['read'], ['yes']]",yesread,readyes,0.5,-0.69314718056,False,-0.6931471805599453
39,39,[<__main__.Word instance at 0x115a57128>],Naima,2_6,False,True,[['and']],and,and,1.0,0.0,False,-0.0
40,40,"[<__main__.Word instance at 0x115a573b0>
 <__main__.Word instance at 0x115a575f0>
 <__main__.Word instance at 0x115a573f8>
 <__main__.Word instance at 0x115a578c0>]",Naima,2_6,False,False,"[['want'], ['and'], ['I'], ['and']]",andandIwant,andIwantand,0.0416666666667,-0.0425596144188,True,-0.08701137698962981
41,41,"[<__main__.Word instance at 0x115a57a70>
 <__main__.Word instance at 0x115a57950>
 <__main__.Word instance at 0x115a57c20>
 <__main__.Word instance at 0x115a57b00>
 <__main__.Word instance at 0x115a57cf8>]",Naima,2_6,True,,,andtheSpotafterthat,,,,NaN,NaN
42,42,"[<__main__.Word instance at 0x115a57dd0>
 <__main__.Word instance at 0x115a57c68>
 <__main__.Word instance at 0x115a57e60>
 <__main__.Word instance at 0x115a57d40>
 <__main__.Word instance at 0x115a57a28>
 <__main__.Word instance at 0x115a57ab8>]",Naima,2_6,False,False,"[['this'], ['and'], ['flaps'], ['it'], ['has'], ['in']]",andthishasflapsinit,thishasitinandflaps,0.00138888888889,-0.00138985428905,False,-0.0013898542890543016
43,43,"[<__main__.Word instance at 0x115a57680>
 <__main__.Word instance at 0x115a57f80>
 <__main__.Word instance at 0x115a5a0e0>
 <__main__.Word instance at 0x115a5a248>
 <__main__.Word instance at 0x115a5a290>
 <__main__.Word instance at 0x115a5a1b8>
 <__main__.Word instance at 0x115a5a488>
 <__main__.Word instance at 0x115a5a320>
 <__main__.Word instance at 0x115a5a518>
 <__main__.Word instance at 0x115a5a710>]",Naima,2_6,True,,,thisthisisflapbookSpotgotothecircus,,,,NaN,NaN
44,44,"[<__main__.Word instance at 0x115a5a7e8>
 <__main__.Word instance at 0x115a5a440>
 <__main__.Word instance at 0x115a5a998>
 <__main__.Word instance at 0x115a5a878>
 <__main__.Word instance at 0x115a5abd8>
 <__main__.Word instance at 0x115a5aa70>]",Naima,2_6,False,False,"[['I'], ['like', 'flaps'], ['cause'], ['I'], ['do']]",IdocauseIlikeflaps,doIIlikeflapscause,0.00833333333333,-0.00836824967052,True,-0.01680711831638129
45,45,"[<__main__.Word instance at 0x115a5ab00>
 <__main__.Word instance at 0x115a5ae18>
 <__main__.Word instance at 0x115a5ad40>
 <__main__.Word instance at 0x115a5afc8>
 <__main__.Word instance at 0x115a5aea8>
 <__main__.Word instance at 0x115a5d320>]",Naima,2_6,False,False,"[['want'], ['I', ""don't""], ['on'], ['the', 'backpack']]",Idon'twantthebackpackon,thebackpackwantIdon'ton,0.0416666666667,-0.0425596144188,False,-0.04255961441879589
46,46,"[<__main__.Word instance at 0x115a5d3b0>
 <__main__.Word instance at 0x115a5d170>]",Naima,2_6,False,False,"[['this'], ['read']]",readthis,thisread,0.5,-0.69314718056,False,-0.6931471805599453
47,47,"[<__main__.Word instance at 0x115a5d440>
 <__main__.Word instance at 0x115a5d7a0>
 <__main__.Word instance at 0x115a5d638>]",Naima,2_6,False,False,"[['for'], ['and'], ['this']]",andforthis,thisforand,0.166666666667,-0.182321556794,False,-0.1823215567939546
48,48,[<__main__.Word instance at 0x115a5d518>],Naima,2_6,False,True,[['yes']],yes,yes,1.0,0.0,False,-0.0
49,49,"[<__main__.Word instance at 0x115a5d8c0>
 <__main__.Word instance at 0x115a5db48>
 <__main__.Word instance at 0x115a5d758>]",Naima,2_6,False,False,"[['gonna'], ['this'], ['read']]",gonnareadthis,thisreadgonna,0.166666666667,-0.182321556794,False,-0.1823215567939546
50,50,"[<__main__.Word instance at 0x115a5dab8>
 <__main__.Word instance at 0x115a5ddd0>
 <__main__.Word instance at 0x115a5dc68>
 <__main__.Word instance at 0x115a5dea8>]",Naima,2_6,False,False,"[['one'], ['this'], ['this'], ['one']]",thisonethisone,thisoneonethis,0.0416666666667,-0.0425596144188,True,-0.1823215567939546
51,51,[<__main__.Word instance at 0x115a5df38>],Naima,2_6,False,True,[['yes']],yes,yes,1.0,0.0,False,-0.0
52,52,"[<__main__.Word instance at 0x115a5dfc8>
 <__main__.Word instance at 0x115a5dd88>
 <__main__.Word instance at 0x115a60170>
 <__main__.Word instance at 0x115a60248>]",Naima,2_6,True,,,Heatherhastwomommies,,,,NaN,NaN
53,53,"[<__main__.Word instance at 0x115a601b8>
 <__main__.Word instance at 0x115a603b0>]",Naima,2_6,False,True,"[['the', 'library']]",thelibrary,thelibrary,1.0,0.0,False,-0.0
54,54,[<__main__.Word instance at 0x115a60680>],Naima,2_6,False,True,[['yes']],yes,yes,1.0,0.0,False,-0.0
55,55,"[<__main__.Word instance at 0x115a60710>
 <__main__.Word instance at 0x115a60488>
 <__main__.Word instance at 0x115a607e8>
 <__main__.Word instance at 0x115a60518>]",Naima,2_6,False,False,"[[""I'm""], ['little'], ['a', 'sweet']]",I'masweetlittle,littleI'masweet,0.166666666667,-0.182321556794,False,-0.1823215567939546
56,56,"[<__main__.Word instance at 0x115a608c0>
 <__main__.Word instance at 0x115a60b90>
 <__main__.Word instance at 0x115a60a70>
 <__main__.Word instance at 0x115a60d40>
 <__main__.Word instance at 0x115a60c20>
 <__main__.Word instance at 0x115a60e18>]",Naima,2_6,False,False,"[['mommy'], ['yeah'], ['a', 'sweet'], [""I'm""], ['little']]",yeahI'masweetlittlemommy,littleI'masweetmommyyeah,0.00833333333333,-0.00836824967052,False,-0.00836824967051658
57,57,"[<__main__.Word instance at 0x115a60ef0>
 <__main__.Word instance at 0x115a60d88>]",Naima,2_6,False,False,"[[""I'm""], ['a']]",I'ma,aI'm,0.5,-0.69314718056,False,-0.6931471805599453
58,58,"[<__main__.Word instance at 0x115a60e60>
 <__main__.Word instance at 0x115a60bd8>
 <__main__.Word instance at 0x115a60560>]",Naima,2_6,False,False,"[['getting'], [""I'm""], ['warm']]",I'mgettingwarm,warmgettingI'm,0.166666666667,-0.182321556794,False,-0.1823215567939546
59,59,"[<__main__.Word instance at 0x115a63170>
 <__main__.Word instance at 0x115a63320>]",Naima,2_6,False,True,"[['I'], ['go']]",Igo,Igo,0.5,0.69314718056,False,0.6931471805599453
60,60,"[<__main__.Word instance at 0x115a63440>
 <__main__.Word instance at 0x115a63518>
 <__main__.Word instance at 0x115a63680>
 <__main__.Word instance at 0x115a635a8>
 <__main__.Word instance at 0x115a63758>
 <__main__.Word instance at 0x115a633f8>]",Naima,2_6,False,False,"[['me'], ['my'], ['off'], ['nursie'], ['drop'], ['nursie']]",mynursienursiedropmeoff,nursiemynursieoffmedrop,0.00138888888889,-0.00138985428905,True,-0.002781642961876803
61,61,"[<__main__.Word instance at 0x115a638c0>
 <__main__.Word instance at 0x115a63b90>
 <__main__.Word instance at 0x115a63ab8>
 <__main__.Word instance at 0x115a63cb0>
 <__main__.Word instance at 0x115a637e8>
 <__main__.Word instance at 0x115a63d40>
 <__main__.Word instance at 0x115a634d0>
 <__main__.Word instance at 0x115a63ef0>]",Naima,2_6,True,,,mynursiedropsmeoffatthehouse,,,,NaN,NaN
62,62,[<__main__.Word instance at 0x115a63fc8>],Naima,2_6,False,True,[['yes']],yes,yes,1.0,0.0,False,-0.0
63,63,"[<__main__.Word instance at 0x115a660e0>
 <__main__.Word instance at 0x115a661b8>
 <__main__.Word instance at 0x115a66368>
 <__main__.Word instance at 0x115a66248>]",Naima,2_6,False,False,"[['I'], ['my'], ['want'], ['pajamas']]",Iwantmypajamas,mypajamasIwant,0.0416666666667,-0.0425596144188,False,-0.04255961441879589
64,64,"[<__main__.Word instance at 0x115a663f8>
 <__main__.Word instance at 0x115a666c8>
 <__main__.Word instance at 0x115a665a8>
 <__main__.Word instance at 0x115a669e0>]",Naima,2_6,False,False,"[['nursie'], ['pajamas'], ['I'], ['want']]",Iwantnursiepajamas,nursiewantIpajamas,0.0416666666667,-0.0425596144188,False,-0.04255961441879589
